"FECHA","Horas","O3","NO2","CO","SO2","PM-10","PM-2.5"
"01/01/2021",00:00:00,"0.021","0.013","0.385","0.001"," 49.335"," 21.088"
"01/01/2021",01:00:00,"0.021","0.013","0.385","0.001"," 49.335"," 21.088"
"01/01/2021",02:00:00,"0.021","0.013","0.385","0.001"," 49.335"," 21.088"
"01/01/2021",03:00:00,"0.021","0.013","0.385","0.001"," 49.335"," 21.088"
"01/01/2021",04:00:00,"0.021","0.013","0.385","0.001"," 49.335"," 21.088"
"01/01/2021",05:00:00,"0.021","0.013","0.385","0.001"," 49.335"," 21.088"
"01/01/2021",06:00:00,"0.021","0.013","0.385","0.001"," 49.335"," 21.088"
"01/01/2021",07:00:00,"0.021","0.013","0.385","0.001"," 49.335"," 21.088"
"01/01/2021",08:00:00,"0.021","0.013","0.385","0.001"," 49.335"," 21.088"
"01/01/2021",09:00:00,"0.021","0.013","0.385","0.001"," 49.335"," 21.088"
"01/01/2021",10:00:00,"0.021","0.013","0.385","0.001"," 49.335"," 21.088"
"01/01/2021",11:00:00,"0.021","0.013","0.385","0.001"," 49.335"," 21.088"
"01/01/2021",12:00:00,"0.021","0.013","0.385","0.001"," 49.335"," 21.088"
"01/01/2021",13:00:00,"0.021","0.013","0.385","0.001"," 49.335"," 21.088"
"01/01/2021",14:00:00,"0.021","0.013","0.385","0.001"," 49.335"," 21.088"
"01/01/2021",15:00:00,"0.021","0.013","0.385","0.001"," 49.335"," 21.088"
"01/01/2021",16:00:00,"0.021","0.013","0.385","0.001"," 49.335"," 21.088"
"01/01/2021",17:00:00,"0.021","0.013","0.385","0.001"," 49.335"," 21.088"
"01/01/2021",18:00:00,"0.021","0.013","0.385","0.001"," 49.335"," 21.088"
"01/01/2021",19:00:00,"0.021","0.013","0.385","0.001"," 49.335"," 21.088"
"01/01/2021",20:00:00,"0.021","0.013","0.385","0.001"," 49.335"," 21.088"
"01/01/2021",21:00:00,"0.021","0.013","0.385","0.001"," 49.335"," 21.088"
"01/01/2021",22:00:00,"0.021","0.013","0.385","0.001"," 49.335"," 21.088"
"01/01/2021",23:00:00,"0.021","0.013","0.385","0.001"," 49.335"," 21.088"
"02/01/2021",00:00:00,"0.021","0.013","0.385","0.001"," 49.335"," 21.088"
"02/01/2021",01:00:00,"0.021","0.013","0.385","0.001"," 49.335"," 21.088"
"02/01/2021",02:00:00,"0.021","0.013","0.385","0.001"," 49.335"," 21.088"
"02/01/2021",03:00:00,"0.021","0.013","0.385","0.001"," 49.335"," 21.088"
"02/01/2021",04:00:00,"0.021","0.013","0.385","0.001"," 49.335"," 21.088"
"02/01/2021",05:00:00,"0.021","0.013","0.385","0.001"," 49.335"," 21.088"
"02/01/2021",06:00:00,"0.021","0.013","0.385","0.001"," 49.335"," 21.088"
"02/01/2021",07:00:00,"0.021","0.013","0.385","0.001"," 49.335"," 21.088"
"02/01/2021",08:00:00,"0.021","0.013","0.385","0.001"," 49.335"," 21.088"
"02/01/2021",09:00:00,"0.021","0.013","0.385","0.001"," 49.335"," 21.088"
"02/01/2021",10:00:00,"0.021","0.013","0.385","0.001"," 49.335"," 21.088"
"02/01/2021",11:00:00,"0.021","0.013","0.385","0.001"," 49.335"," 21.088"
"02/01/2021",12:00:00,"0.021","0.013","0.385","0.001"," 49.335"," 21.088"
"02/01/2021",13:00:00,"0.021","0.013","0.385","0.001"," 49.335"," 21.088"
"02/01/2021",14:00:00,"0.021","0.013","0.385","0.001"," 49.335"," 21.088"
"02/01/2021",15:00:00,"0.021","0.013","0.385","0.001"," 49.335"," 21.088"
"02/01/2021",16:00:00,"0.021","0.013","0.385","0.001"," 49.335"," 21.088"
"02/01/2021",17:00:00,"0.021","0.013","0.385","0.001"," 49.335"," 21.088"
"02/01/2021",18:00:00,"0.021","0.013","0.385","0.001"," 49.335"," 21.088"
"02/01/2021",19:00:00,"0.021","0.013","0.385","0.001"," 49.335"," 21.088"
"02/01/2021",20:00:00,"0.021","0.013","0.385","0.001"," 49.335"," 21.088"
"02/01/2021",21:00:00,"0.021","0.013","0.385","0.001"," 49.335"," 21.088"
"02/01/2021",22:00:00,"0.021","0.013","0.385","0.001"," 49.335"," 21.088"
"02/01/2021",23:00:00,"0.021","0.013","0.385","0.001"," 49.335"," 21.088"
"03/01/2021",00:00:00,"0.021","0.013","0.385","0.001"," 49.335"," 21.088"
"03/01/2021",01:00:00,"0.021","0.013","0.385","0.001"," 49.335"," 21.088"
"03/01/2021",02:00:00,"0.021","0.013","0.385","0.001"," 49.335"," 21.088"
"03/01/2021",03:00:00,"0.021","0.013","0.385","0.001"," 49.335"," 21.088"
"03/01/2021",04:00:00,"0.021","0.013","0.385","0.001"," 49.335"," 21.088"
"03/01/2021",05:00:00,"0.021","0.013","0.385","0.001"," 49.335"," 21.088"
"03/01/2021",06:00:00,"0.021","0.013","0.385","0.001"," 49.335"," 21.088"
"03/01/2021",07:00:00,"0.021","0.013","0.385","0.001"," 49.335"," 21.088"
"03/01/2021",08:00:00,"0.021","0.013","0.385","0.001"," 49.335"," 21.088"
"03/01/2021",09:00:00,"0.021","0.013","0.385","0.001"," 49.335"," 21.088"
"03/01/2021",10:00:00,"0.021","0.013","0.385","0.001"," 49.335"," 21.088"
"03/01/2021",11:00:00,"0.021","0.013","0.385","0.001"," 49.335"," 21.088"
"03/01/2021",12:00:00,"0.021","0.013","0.385","0.001"," 49.335"," 21.088"
"03/01/2021",13:00:00,"0.021","0.013","0.385","0.001"," 49.335"," 21.088"
"03/01/2021",14:00:00,"0.021","0.013","0.385","0.001"," 49.335"," 21.088"
"03/01/2021",15:00:00,"0.021","0.013","0.385","0.001"," 49.335"," 21.088"
"03/01/2021",16:00:00,"0.021","0.013","0.385","0.001"," 49.335"," 21.088"
"03/01/2021",17:00:00,"0.021","0.013","0.385","0.001"," 49.335"," 21.088"
"03/01/2021",18:00:00,"0.021","0.013","0.385","0.001"," 49.335"," 21.088"
"03/01/2021",19:00:00,"0.021","0.013","0.385","0.001"," 49.335"," 21.088"
"03/01/2021",20:00:00,"0.021","0.013","0.385","0.001"," 49.335"," 21.088"
"03/01/2021",21:00:00,"0.021","0.013","0.385","0.001"," 49.335"," 21.088"
"03/01/2021",22:00:00,"0.021","0.013","0.385","0.001"," 49.335"," 21.088"
"03/01/2021",23:00:00,"0.021","0.013","0.385","0.001"," 49.335"," 21.088"
"04/01/2021",00:00:00,"0.021","0.013","0.385","0.001"," 49.335"," 21.088"
"04/01/2021",01:00:00,"0.021","0.013","0.385","0.001"," 49.335"," 21.088"
"04/01/2021",02:00:00,"0.021","0.013","0.385","0.001"," 49.335"," 21.088"
"04/01/2021",03:00:00,"0.021","0.013","0.385","0.001"," 49.335"," 21.088"
"04/01/2021",04:00:00,"0.021","0.013","0.385","0.001"," 49.335"," 21.088"
"04/01/2021",05:00:00,"0.021","0.013","0.385","0.001"," 49.335"," 21.088"
"04/01/2021",06:00:00,"0.021","0.013","0.385","0.001"," 49.335"," 21.088"
"04/01/2021",07:00:00,"0.021","0.013","0.385","0.001"," 49.335"," 21.088"
"04/01/2021",08:00:00,"0.021","0.013","0.385","0.001"," 49.335"," 21.088"
"04/01/2021",09:00:00,"0.021","0.013","0.385","0.001"," 49.335"," 21.088"
"04/01/2021",10:00:00,"0.021","0.013","0.385","0.001"," 49.335"," 21.088"
"04/01/2021",11:00:00,"0.021","0.013","0.385","0.001"," 49.335"," 21.088"
"04/01/2021",12:00:00,"0.021","0.013","0.385","0.001"," 49.335"," 21.088"
"04/01/2021",13:00:00,"0.021","0.013","0.385","0.001"," 49.335"," 21.088"
"04/01/2021",14:00:00,"0.021","0.013","0.385","0.001"," 49.335"," 21.088"
"04/01/2021",15:00:00,"0.021","0.013","0.385","0.001"," 49.335"," 21.088"
"04/01/2021",16:00:00,"0.021","0.013","0.385","0.001"," 49.335"," 21.088"
"04/01/2021",17:00:00,"0.021","0.013","0.385","0.001"," 49.335"," 21.088"
"04/01/2021",18:00:00,"0.021","0.013","0.385","0.001"," 49.335"," 21.088"
"04/01/2021",19:00:00,"0.021","0.013","0.385","0.001"," 49.335"," 21.088"
"04/01/2021",20:00:00,"0.021","0.013","0.385","0.001"," 49.335"," 21.088"
"04/01/2021",21:00:00,"0.021","0.013","0.385","0.001"," 49.335"," 21.088"
"04/01/2021",22:00:00,"0.021","0.013","0.385","0.001"," 49.335"," 21.088"
"04/01/2021",23:00:00,"0.021","0.013","0.385","0.001"," 49.335"," 21.088"
"05/01/2021",00:00:00,"0.021","0.013","0.385","0.001"," 49.335"," 21.088"
"05/01/2021",01:00:00,"0.021","0.013","0.385","0.001"," 49.335"," 21.088"
"05/01/2021",02:00:00,"0.021","0.013","0.385","0.001"," 49.335"," 21.088"
"05/01/2021",03:00:00,"0.021","0.013","0.385","0.001"," 49.335"," 21.088"
"05/01/2021",04:00:00,"0.021","0.013","0.385","0.001"," 49.335"," 21.088"
"05/01/2021",05:00:00,"0.021","0.013","0.385","0.001"," 49.335"," 21.088"
"05/01/2021",06:00:00,"0.021","0.013","0.385","0.001"," 49.335"," 21.088"
"05/01/2021",07:00:00,"0.021","0.013","0.385","0.001"," 49.335"," 21.088"
"05/01/2021",08:00:00,"0.021","0.013","0.385","0.001"," 49.335"," 21.088"
"05/01/2021",09:00:00,"0.021","0.013","0.385","0.001"," 49.335"," 21.088"
"05/01/2021",10:00:00,"0.021","0.013","0.385","0.001"," 49.335"," 21.088"
"05/01/2021",11:00:00,"0.021","0.013","0.385","0.001"," 49.335"," 21.088"
"05/01/2021",12:00:00,"0.021","0.013","0.385","0.001"," 49.335"," 21.088"
"05/01/2021",13:00:00,"0.021","0.013","0.385","0.001"," 49.335"," 21.088"
"05/01/2021",14:00:00,"0.021","0.013","0.385","0.001"," 49.335"," 21.088"
"05/01/2021",15:00:00,"0.021","0.013","0.385","0.001"," 49.335"," 21.088"
"05/01/2021",16:00:00,"0.021","0.013","0.385","0.001"," 49.335"," 21.088"
"05/01/2021",17:00:00,"0.021","0.013","0.385","0.001"," 49.335"," 21.088"
"05/01/2021",18:00:00,"0.021","0.013","0.385","0.001"," 49.335"," 21.088"
"05/01/2021",19:00:00,"0.021","0.013","0.385","0.001"," 49.335"," 21.088"
"05/01/2021",20:00:00,"0.021","0.013","0.385","0.001"," 49.335"," 21.088"
"05/01/2021",21:00:00,"0.021","0.013","0.385","0.001"," 49.335"," 21.088"
"05/01/2021",22:00:00,"0.021","0.013","0.385","0.001"," 49.335"," 21.088"
"05/01/2021",23:00:00,"0.021","0.013","0.385","0.001"," 49.335"," 21.088"
"06/01/2021",00:00:00,"0.021","0.013","0.385","0.001"," 49.335"," 21.088"
"06/01/2021",01:00:00,"0.021","0.013","0.385","0.001"," 49.335"," 21.088"
"06/01/2021",02:00:00,"0.021","0.013","0.385","0.001"," 49.335"," 21.088"
"06/01/2021",03:00:00,"0.021","0.013","0.385","0.001"," 49.335"," 21.088"
"06/01/2021",04:00:00,"0.021","0.013","0.385","0.001"," 49.335"," 21.088"
"06/01/2021",05:00:00,"0.021","0.013","0.385","0.001"," 49.335"," 21.088"
"06/01/2021",06:00:00,"0.021","0.013","0.385","0.001"," 49.335"," 21.088"
"06/01/2021",07:00:00,"0.021","0.013","0.385","0.001"," 49.335"," 21.088"
"06/01/2021",08:00:00,"0.021","0.013","0.385","0.001"," 49.335"," 21.088"
"06/01/2021",09:00:00,"0.021","0.013","0.385","0.001"," 49.335"," 21.088"
"06/01/2021",10:00:00,"0.021","0.013","0.385","0.001"," 49.335"," 21.088"
