FECHA,Horas,O3,NO2,CO,SO2,PM-10,PM-2.5,,,,,,
24/04/2024,14:00:00,69,8,17,4,70,73,Regular,Buena,Buena,Buena,Regular,Regular
24/04/2024,15:00:00,94,6,16,4,70,73,Regular,Buena,Buena,Buena,Regular,Regular
24/04/2024,16:00:00,100,7,15,4,67,72,Regular,Buena,Buena,Buena,Regular,Regular
24/04/2024,17:00:00,88,8,14,4,65,73,Regular,Buena,Buena,Buena,Regular,Regular
24/04/2024,18:00:00,61,8,13,4,68,72,Regular,Buena,Buena,Buena,Regular,Regular
24/04/2024,19:00:00,29,14,13,4,70,72,Buena,Buena,Buena,Buena,Regular,Regular
24/04/2024,20:00:00,31,11,14,4,71,72,Buena,Buena,Buena,Buena,Regular,Regular
24/04/2024,21:00:00,22,15,14,4,71,72,Buena,Buena,Buena,Buena,Regular,Regular
24/04/2024,22:00:00,14,18,14,4,70,70,Buena,Buena,Buena,Buena,Regular,Regular
24/04/2024,23:00:00,7,20,15,4,70,70,Buena,Buena,Buena,Buena,Regular,Regular
25/04/2024,00:00:00,5,63,15,2,70,69,Buena,Regular,Buena,Buena,Regular,Regular
25/04/2024,01:00:00,8,20,15,2,68,69,Buena,Buena,Buena,Buena,Regular,Regular
25/04/2024,02:00:00,22,8,15,2,68,69,Buena,Buena,Buena,Buena,Regular,Regular
25/04/2024,03:00:00,14,14,15,2,68,69,Buena,Buena,Buena,Buena,Regular,Regular
25/04/2024,04:00:00,15,14,15,2,68,69,Buena,Buena,Buena,Buena,Regular,Regular
25/04/2024,05:00:00,21,8,15,2,68,69,Buena,Buena,Buena,Buena,Regular,Regular
25/04/2024,06:00:00,17,12,15,2,67,69,Buena,Buena,Buena,Buena,Regular,Regular
25/04/2024,07:00:00,1,20,15,2,67,69,Buena,Buena,Buena,Buena,Regular,Regular
25/04/2024,08:00:00,4,20,15,2,68,69,Buena,Buena,Buena,Buena,Regular,Regular
25/04/2024,09:00:00,11,61,15,4,70,69,Buena,Regular,Buena,Buena,Regular,Regular
25/04/2024,10:00:00,20,19,16,2,70,69,Buena,Buena,Buena,Buena,Regular,Regular
25/04/2024,11:00:00,37,5,16,2,68,69,Buena,Buena,Buena,Buena,Regular,Regular
25/04/2024,12:00:00,41,4,16,2,68,69,Buena,Buena,Buena,Buena,Regular,Regular
25/04/2024,13:00:00,42,5,16,2,68,69,Buena,Buena,Buena,Buena,Regular,Regular
25/04/2024,14:00:00,44,5,16,2,68,69,Buena,Buena,Buena,Buena,Regular,Regular
25/04/2024,15:00:00,51,4,15,2,68,69,Regular,Buena,Buena,Buena,Regular,Regular
25/04/2024,16:00:00,61,5,14,2,68,69,Regular,Buena,Buena,Buena,Regular,Regular
25/04/2024,17:00:00,67,5,13,2,68,69,Regular,Buena,Buena,Buena,Regular,Regular
25/04/2024,18:00:00,53,5,13,2,68,69,Regular,Buena,Buena,Buena,Regular,Regular
25/04/2024,19:00:00,44,6,13,2,65,67,Buena,Buena,Buena,Buena,Regular,Regular
25/04/2024,20:00:00,32,12,13,2,64,69,Buena,Buena,Buena,Buena,Regular,Regular
25/04/2024,21:00:00,26,14,14,2,68,70,Buena,Buena,Buena,Buena,Regular,Regular
25/04/2024,22:00:00,23,14,14,2,68,70,Buena,Buena,Buena,Buena,Regular,Regular
25/04/2024,23:00:00,24,12,14,2,68,70,Buena,Buena,Buena,Buena,Regular,Regular
26/04/2024,00:00:00,26,9,14,2,67,70,Buena,Buena,Buena,Buena,Regular,Regular
26/04/2024,01:00:00,27,7,14,2,68,70,Buena,Buena,Buena,Buena,Regular,Regular
26/04/2024,02:00:00,23,10,14,2,67,70,Buena,Buena,Buena,Buena,Regular,Regular
26/04/2024,03:00:00,21,9,14,2,67,70,Buena,Buena,Buena,Buena,Regular,Regular
26/04/2024,04:00:00,22,8,14,2,65,70,Buena,Buena,Buena,Buena,Regular,Regular
26/04/2024,05:00:00,16,12,14,2,64,69,Buena,Buena,Buena,Buena,Regular,Regular
26/04/2024,06:00:00,9,18,13,2,64,69,Buena,Buena,Buena,Buena,Regular,Regular
26/04/2024,07:00:00,1,62,14,2,64,69,Buena,Regular,Buena,Buena,Regular,Regular
26/04/2024,08:00:00,3,62,15,2,64,69,Buena,Regular,Buena,Buena,Regular,Regular
26/04/2024,09:00:00,7,63,15,2,65,69,Buena,Regular,Buena,Buena,Regular,Regular
26/04/2024,10:00:00,23,17,16,2,67,69,Buena,Buena,Buena,Buena,Regular,Regular
26/04/2024,11:00:00,40,7,16,2,68,70,Buena,Buena,Buena,Buena,Regular,Regular
26/04/2024,12:00:00,51,7,17,2,70,72,Regular,Buena,Buena,Buena,Regular,Regular
26/04/2024,13:00:00,55,5,17,2,73,72,Regular,Buena,Buena,Buena,Regular,Regular
26/04/2024,14:00:00,61,4,17,2,74,73,Regular,Buena,Buena,Buena,Regular,Regular
26/04/2024,15:00:00,69,4,16,2,77,75,Regular,Buena,Buena,Buena,Regular,Regular
26/04/2024,16:00:00,69,5,16,2,78,76,Regular,Buena,Buena,Buena,Regular,Regular
26/04/2024,17:00:00,57,5,15,2,81,78,Regular,Buena,Buena,Buena,Regular,Regular
26/04/2024,18:00:00,51,6,15,2,83,79,Regular,Buena,Buena,Buena,Regular,Regular
26/04/2024,19:00:00,44,7,15,2,84,79,Buena,Buena,Buena,Buena,Regular,Regular
26/04/2024,20:00:00,41,15,15,2,84,81,Buena,Buena,Buena,Buena,Regular,Regular
26/04/2024,21:00:00,30,20,15,2,83,81,Buena,Buena,Buena,Buena,Regular,Regular
26/04/2024,22:00:00,18,67,16,2,83,81,Buena,Regular,Buena,Buena,Regular,Regular
26/04/2024,23:00:00,28,15,16,2,83,81,Buena,Buena,Buena,Buena,Regular,Regular
27/04/2024,00:00:00,26,15,16,2,84,81,Buena,Buena,Buena,Buena,Regular,Regular
27/04/2024,01:00:00,28,10,16,2,83,79,Buena,Buena,Buena,Buena,Regular,Regular
27/04/2024,02:00:00,33,4,16,2,84,81,Buena,Buena,Buena,Buena,Regular,Regular
27/04/2024,03:00:00,14,18,16,2,86,82,Buena,Buena,Buena,Buena,Regular,Regular
27/04/2024,04:00:00,1,68,16,2,88,84,Buena,Regular,Buena,Buena,Regular,Regular
27/04/2024,05:00:00,2,64,16,2,91,85,Buena,Regular,Buena,Buena,Regular,Regular
27/04/2024,06:00:00,1,65,16,2,94,87,Buena,Regular,Buena,Buena,Regular,Regular
27/04/2024,07:00:00,1,20,16,2,96,87,Buena,Buena,Buena,Buena,Regular,Regular
27/04/2024,08:00:00,3,62,17,2,94,87,Buena,Regular,Buena,Buena,Regular,Regular
27/04/2024,09:00:00,11,64,18,2,94,87,Buena,Regular,Buena,Buena,Regular,Regular
27/04/2024,10:00:00,31,12,18,2,96,88,Buena,Buena,Buena,Buena,Regular,Regular
27/04/2024,11:00:00,44,7,18,2,96,88,Buena,Buena,Buena,Buena,Regular,Regular
27/04/2024,12:00:00,59,6,18,2,94,88,Regular,Buena,Buena,Buena,Regular,Regular
27/04/2024,13:00:00,46,4,17,2,93,88,Buena,Buena,Buena,Buena,Regular,Regular
27/04/2024,14:00:00,46,3,17,2,93,88,Buena,Buena,Buena,Buena,Regular,Regular
27/04/2024,15:00:00,61,3,16,2,91,87,Regular,Buena,Buena,Buena,Regular,Regular
27/04/2024,16:00:00,73,4,16,2,91,85,Regular,Buena,Buena,Buena,Regular,Regular
27/04/2024,17:00:00,76,4,15,2,90,85,Regular,Buena,Buena,Buena,Regular,Regular
27/04/2024,18:00:00,65,4,14,2,88,84,Regular,Buena,Buena,Buena,Regular,Regular
27/04/2024,19:00:00,55,5,14,2,86,84,Regular,Buena,Buena,Buena,Regular,Regular
27/04/2024,20:00:00,41,8,14,2,86,82,Buena,Buena,Buena,Buena,Regular,Regular
27/04/2024,21:00:00,36,10,14,2,83,81,Buena,Buena,Buena,Buena,Regular,Regular
27/04/2024,22:00:00,38,7,14,2,81,81,Buena,Buena,Buena,Buena,Regular,Regular
27/04/2024,23:00:00,37,5,14,2,80,81,Buena,Buena,Buena,Buena,Regular,Regular
28/04/2024,00:00:00,30,7,14,2,80,81,Buena,Buena,Buena,Buena,Regular,Regular
28/04/2024,01:00:00,28,5,14,2,81,81,Buena,Buena,Buena,Buena,Regular,Regular
28/04/2024,02:00:00,29,4,14,2,80,81,Buena,Buena,Buena,Buena,Regular,Regular
28/04/2024,03:00:00,25,5,15,2,78,79,Buena,Buena,Buena,Buena,Regular,Regular
28/04/2024,04:00:00,24,4,15,2,78,79,Buena,Buena,Buena,Buena,Regular,Regular
28/04/2024,05:00:00,24,5,14,2,76,78,Buena,Buena,Buena,Buena,Regular,Regular
28/04/2024,06:00:00,21,7,15,2,74,78,Buena,Buena,Buena,Buena,Regular,Regular
28/04/2024,07:00:00,22,7,15,2,73,78,Buena,Buena,Buena,Buena,Regular,Regular
28/04/2024,08:00:00,24,6,15,2,71,78,Buena,Buena,Buena,Buena,Regular,Regular
28/04/2024,09:00:00,30,5,15,2,70,76,Buena,Buena,Buena,Buena,Regular,Regular
28/04/2024,10:00:00,36,4,15,2,65,76,Buena,Buena,Buena,Buena,Regular,Regular
28/04/2024,11:00:00,39,4,15,2,65,75,Buena,Buena,Buena,Buena,Regular,Regular
28/04/2024,12:00:00,41,3,15,2,64,75,Buena,Buena,Buena,Buena,Regular,Regular
28/04/2024,13:00:00,44,3,15,2,63,75,Buena,Buena,Buena,Buena,Regular,Regular
28/04/2024,14:00:00,46,3,15,2,63,73,Buena,Buena,Buena,Buena,Regular,Regular
28/04/2024,15:00:00,46,3,14,2,63,73,Buena,Buena,Buena,Buena,Regular,Regular
28/04/2024,16:00:00,53,3,14,2,61,73,Regular,Buena,Buena,Buena,Regular,Regular
28/04/2024,17:00:00,55,3,14,2,61,73,Regular,Buena,Buena,Buena,Regular,Regular
28/04/2024,18:00:00,46,3,13,2,60,72,Buena,Buena,Buena,Buena,Regular,Regular
28/04/2024,19:00:00,42,4,13,2,60,72,Buena,Buena,Buena,Buena,Regular,Regular
28/04/2024,20:00:00,39,6,13,2,60,72,Buena,Buena,Buena,Buena,Regular,Regular
28/04/2024,21:00:00,36,9,13,2,60,72,Buena,Buena,Buena,Buena,Regular,Regular
28/04/2024,22:00:00,33,10,14,2,58,72,Buena,Buena,Buena,Buena,Regular,Regular
28/04/2024,23:00:00,21,17,14,2,58,72,Buena,Buena,Buena,Buena,Regular,Regular
29/04/2024,00:00:00,18,19,15,2,57,70,Buena,Buena,Buena,Buena,Regular,Regular
29/04/2024,01:00:00,20,15,15,2,57,70,Buena,Buena,Buena,Buena,Regular,Regular
29/04/2024,02:00:00,19,17,15,2,57,70,Buena,Buena,Buena,Buena,Regular,Regular
29/04/2024,03:00:00,27,9,15,2,57,70,Buena,Buena,Buena,Buena,Regular,Regular
29/04/2024,04:00:00,24,10,16,2,55,70,Buena,Buena,Buena,Buena,Regular,Regular
29/04/2024,05:00:00,24,10,16,2,57,70,Buena,Buena,Buena,Buena,Regular,Regular
29/04/2024,06:00:00,11,18,16,2,57,70,Buena,Buena,Buena,Buena,Regular,Regular
29/04/2024,07:00:00,1,62,16,2,61,72,Buena,Regular,Buena,Buena,Regular,Regular
29/04/2024,08:00:00,4,64,17,2,65,72,Buena,Regular,Buena,Buena,Regular,Regular
29/04/2024,09:00:00,13,64,17,2,67,72,Buena,Regular,Buena,Buena,Regular,Regular
29/04/2024,10:00:00,29,16,18,2,68,72,Buena,Buena,Buena,Buena,Regular,Regular
29/04/2024,11:00:00,43,10,18,2,68,72,Buena,Buena,Buena,Buena,Regular,Regular
29/04/2024,12:00:00,46,4,18,2,70,72,Buena,Buena,Buena,Buena,Regular,Regular
29/04/2024,13:00:00,45,3,18,2,71,72,Buena,Buena,Buena,Buena,Regular,Regular
29/04/2024,14:00:00,55,3,17,2,71,72,Regular,Buena,Buena,Buena,Regular,Regular
29/04/2024,15:00:00,63,4,16,2,70,72,Regular,Buena,Buena,Buena,Regular,Regular
29/04/2024,16:00:00,67,4,15,2,70,73,Regular,Buena,Buena,Buena,Regular,Regular
29/04/2024,17:00:00,67,4,14,2,70,73,Regular,Buena,Buena,Buena,Regular,Regular
29/04/2024,18:00:00,57,5,14,2,70,73,Regular,Buena,Buena,Buena,Regular,Regular
29/04/2024,19:00:00,46,6,14,2,71,73,Buena,Buena,Buena,Buena,Regular,Regular
29/04/2024,20:00:00,39,10,14,2,71,73,Buena,Buena,Buena,Buena,Regular,Regular
29/04/2024,21:00:00,24,61,14,2,71,72,Buena,Regular,Buena,Buena,Regular,Regular
29/04/2024,22:00:00,31,11,15,2,71,73,Buena,Buena,Buena,Buena,Regular,Regular
29/04/2024,23:00:00,29,10,15,2,71,73,Buena,Buena,Buena,Buena,Regular,Regular
30/04/2024,00:00:00,36,4,15,2,71,72,Buena,Buena,Buena,Buena,Regular,Regular
30/04/2024,01:00:00,28,8,15,2,73,72,Buena,Buena,Buena,Buena,Regular,Regular
30/04/2024,02:00:00,21,13,15,2,73,72,Buena,Buena,Buena,Buena,Regular,Regular
30/04/2024,03:00:00,22,8,15,2,71,72,Buena,Buena,Buena,Buena,Regular,Regular
30/04/2024,04:00:00,14,12,15,2,71,70,Buena,Buena,Buena,Buena,Regular,Regular
30/04/2024,05:00:00,1,66,15,2,73,72,Buena,Regular,Buena,Buena,Regular,Regular
30/04/2024,06:00:00,1,67,15,2,76,75,Buena,Regular,Buena,Buena,Regular,Regular
30/04/2024,07:00:00,1,63,16,2,77,76,Buena,Regular,Buena,Buena,Regular,Regular
30/04/2024,08:00:00,4,64,17,2,76,76,Buena,Regular,Buena,Buena,Regular,Regular
30/04/2024,09:00:00,12,64,18,2,77,76,Buena,Regular,Buena,Buena,Regular,Regular
30/04/2024,10:00:00,25,20,19,2,78,76,Buena,Buena,Buena,Buena,Regular,Regular
30/04/2024,11:00:00,41,18,19,2,80,76,Buena,Buena,Buena,Buena,Regular,Regular
30/04/2024,12:00:00,78,10,19,2,80,76,Regular,Buena,Buena,Buena,Regular,Regular
30/04/2024,13:00:00,71,6,19,2,80,78,Regular,Buena,Buena,Buena,Regular,Regular
30/04/2024,14:00:00,45,7,19,2,81,78,Buena,Buena,Buena,Buena,Regular,Regular
30/04/2024,15:00:00,44,5,18,2,81,78,Buena,Buena,Buena,Buena,Regular,Regular
30/04/2024,16:00:00,53,4,17,2,81,76,Regular,Buena,Buena,Buena,Regular,Regular
30/04/2024,17:00:00,55,4,16,2,81,78,Regular,Buena,Buena,Buena,Regular,Regular
30/04/2024,18:00:00,51,4,15,4,81,78,Regular,Buena,Buena,Buena,Regular,Regular
30/04/2024,19:00:00,42,7,15,4,81,78,Buena,Buena,Buena,Buena,Regular,Regular
30/04/2024,20:00:00,35,11,15,4,81,78,Buena,Buena,Buena,Buena,Regular,Regular
30/04/2024,21:00:00,24,17,15,4,83,78,Buena,Buena,Buena,Buena,Regular,Regular
30/04/2024,22:00:00,22,14,15,4,87,79,Buena,Buena,Buena,Buena,Regular,Regular
30/04/2024,23:00:00,24,11,15,4,88,79,Buena,Buena,Buena,Buena,Regular,Regular
01/05/2024,00:00:00,23,11,16,4,91,81,Buena,Buena,Buena,Buena,Regular,Regular
01/05/2024,01:00:00,23,10,16,4,91,79,Buena,Buena,Buena,Buena,Regular,Regular
01/05/2024,02:00:00,24,10,16,4,93,81,Buena,Buena,Buena,Buena,Regular,Regular
01/05/2024,03:00:00,26,8,16,4,93,81,Buena,Buena,Buena,Buena,Regular,Regular
01/05/2024,04:00:00,25,8,16,4,93,81,Buena,Buena,Buena,Buena,Regular,Regular
01/05/2024,05:00:00,24,7,16,4,91,81,Buena,Buena,Buena,Buena,Regular,Regular
01/05/2024,06:00:00,18,11,16,4,87,78,Buena,Buena,Buena,Buena,Regular,Regular
01/05/2024,07:00:00,11,18,16,2,83,76,Buena,Buena,Buena,Buena,Regular,Regular
01/05/2024,08:00:00,9,61,16,2,80,76,Buena,Regular,Buena,Buena,Regular,Regular
01/05/2024,09:00:00,27,7,16,2,78,75,Buena,Buena,Buena,Buena,Regular,Regular
01/05/2024,10:00:00,34,5,16,2,74,75,Buena,Buena,Buena,Buena,Regular,Regular
01/05/2024,11:00:00,37,4,16,2,73,73,Buena,Buena,Buena,Buena,Regular,Regular
01/05/2024,12:00:00,39,3,16,2,70,73,Buena,Buena,Buena,Buena,Regular,Regular
01/05/2024,13:00:00,41,3,16,2,68,72,Buena,Buena,Buena,Buena,Regular,Regular
01/05/2024,14:00:00,43,3,16,2,68,72,Buena,Buena,Buena,Buena,Regular,Regular
01/05/2024,15:00:00,44,3,15,2,68,72,Buena,Buena,Buena,Buena,Regular,Regular
01/05/2024,16:00:00,46,3,14,2,68,72,Buena,Buena,Buena,Buena,Regular,Regular
01/05/2024,17:00:00,46,3,14,2,67,72,Buena,Buena,Buena,Buena,Regular,Regular
01/05/2024,18:00:00,44,3,14,2,67,70,Buena,Buena,Buena,Buena,Regular,Regular
01/05/2024,19:00:00,39,5,14,2,67,70,Buena,Buena,Buena,Buena,Regular,Regular
01/05/2024,20:00:00,34,6,14,2,65,70,Buena,Buena,Buena,Buena,Regular,Regular
01/05/2024,21:00:00,28,9,14,2,64,70,Buena,Buena,Buena,Buena,Regular,Regular
01/05/2024,22:00:00,26,10,15,2,60,69,Buena,Buena,Buena,Buena,Regular,Regular
01/05/2024,23:00:00,31,5,15,2,58,69,Buena,Buena,Buena,Buena,Regular,Regular
02/05/2024,00:00:00,29,3,15,2,55,67,Buena,Buena,Buena,Buena,Regular,Regular
02/05/2024,01:00:00,28,4,15,2,54,67,Buena,Buena,Buena,Buena,Regular,Regular
02/05/2024,02:00:00,26,4,15,2,52,66,Buena,Buena,Buena,Buena,Regular,Regular
02/05/2024,03:00:00,26,3,15,2,51,66,Buena,Buena,Buena,Buena,Regular,Regular
02/05/2024,04:00:00,26,4,15,2,51,66,Buena,Buena,Buena,Buena,Regular,Regular
02/05/2024,05:00:00,26,4,15,2,51,66,Buena,Buena,Buena,Buena,Regular,Regular
02/05/2024,06:00:00,19,10,15,3.408,51,66,Buena,Buena,Buena,Buena,Regular,Regular
02/05/2024,07:00:00,9,19,15,2,51,66,Buena,Buena,Buena,Buena,Regular,Regular
02/05/2024,08:00:00,16,15,16,2,51,66,Buena,Buena,Buena,Buena,Regular,Regular
02/05/2024,09:00:00,27,9,16,2,45,66,Buena,Buena,Buena,Buena,Buena,Regular
02/05/2024,10:00:00,35,7,17,2,51,66,Buena,Buena,Buena,Buena,Regular,Regular
02/05/2024,11:00:00,38,6,17,2,51,66,Buena,Buena,Buena,Buena,Regular,Regular
02/05/2024,12:00:00,39,4,17,2,52,66,Buena,Buena,Buena,Buena,Regular,Regular
02/05/2024,13:00:00,41,4,17,2,52,66,Buena,Buena,Buena,Buena,Regular,Regular
02/05/2024,14:00:00,42,4,16,2,54,66,Buena,Buena,Buena,Buena,Regular,Regular
02/05/2024,15:00:00,43,4,16,2,54,66,Buena,Buena,Buena,Buena,Regular,Regular
02/05/2024,16:00:00,44,4,15,2,55,67,Buena,Buena,Buena,Buena,Regular,Regular
02/05/2024,17:00:00,44,4,15,2,55,67,Buena,Buena,Buena,Buena,Regular,Regular
02/05/2024,18:00:00,41,4,15,2,57,67,Buena,Buena,Buena,Buena,Regular,Regular
02/05/2024,19:00:00,35,7,14,2,55,67,Buena,Buena,Buena,Buena,Regular,Regular
02/05/2024,20:00:00,28,11,15,2,57,67,Buena,Buena,Buena,Buena,Regular,Regular
02/05/2024,21:00:00,23,16,15,2,58,67,Buena,Buena,Buena,Buena,Regular,Regular
02/05/2024,22:00:00,27,13,15,2,63,67,Buena,Buena,Buena,Buena,Regular,Regular
02/05/2024,23:00:00,29,10,15,2,68,67,Buena,Buena,Buena,Buena,Regular,Regular
03/05/2024,00:00:00,31,6,15,2,71,69,Buena,Buena,Buena,Buena,Regular,Regular
03/05/2024,01:00:00,30,6,16,2,74,69,Buena,Buena,Buena,Buena,Regular,Regular
03/05/2024,02:00:00,27,6,16,2,76,69,Buena,Buena,Buena,Buena,Regular,Regular
03/05/2024,03:00:00,24,7,16,2,76,69,Buena,Buena,Buena,Buena,Regular,Regular
03/05/2024,04:00:00,16,11,16,2,77,69,Buena,Buena,Buena,Buena,Regular,Regular
03/05/2024,05:00:00,6,19,16,2,78,69,Buena,Buena,Buena,Buena,Regular,Regular
03/05/2024,06:00:00,2,63,16,2,81,70,Buena,Regular,Buena,Buena,Regular,Regular
03/05/2024,07:00:00,1,63,17,2,84,70,Buena,Regular,Buena,Buena,Regular,Regular
03/05/2024,08:00:00,4,63,18,2,88,72,Buena,Regular,Buena,Buena,Regular,Regular
03/05/2024,09:00:00,11,65,19,2,91,72,Buena,Regular,Buena,Buena,Regular,Regular
03/05/2024,10:00:00,30,16,19,2,93,73,Buena,Buena,Buena,Buena,Regular,Regular
03/05/2024,11:00:00,46,10,20,2,94,73,Buena,Buena,Buena,Buena,Regular,Regular
03/05/2024,12:00:00,78,6,20,2,94,73,Regular,Buena,Buena,Buena,Regular,Regular
03/05/2024,13:00:00,59,5,19,2,96,75,Regular,Buena,Buena,Buena,Regular,Regular
03/05/2024,14:00:00,57,4,19,2,97,76,Regular,Buena,Buena,Buena,Regular,Regular
03/05/2024,15:00:00,65,4,18,2,97,78,Regular,Buena,Buena,Buena,Regular,Regular
03/05/2024,16:00:00,76,5,17,2,99,79,Regular,Buena,Buena,Buena,Regular,Regular
03/05/2024,17:00:00,76,5,16,4,101,81,Regular,Buena,Buena,Buena,Mala,Regular
03/05/2024,18:00:00,67,5,16,4,101,81,Regular,Buena,Buena,Buena,Mala,Regular
03/05/2024,19:00:00,55,8,15,4,101,82,Regular,Buena,Buena,Buena,Mala,Regular
03/05/2024,20:00:00,32,12,15,4,103,84,Buena,Buena,Buena,Buena,Mala,Regular
03/05/2024,21:00:00,36,9,15,4,106,84,Buena,Buena,Buena,Buena,Mala,Regular
03/05/2024,22:00:00,33,11,15,4,106,85,Buena,Buena,Buena,Buena,Mala,Regular
03/05/2024,23:00:00,23,15,15,4,104,85,Buena,Buena,Buena,Buena,Mala,Regular
04/05/2024,00:00:00,25,12,16,4,103,85,Buena,Buena,Buena,Buena,Mala,Regular
04/05/2024,01:00:00,25,10,16,4,102,85,Buena,Buena,Buena,Buena,Mala,Regular
04/05/2024,02:00:00,20,10,16,4,102,84,Buena,Buena,Buena,Buena,Mala,Regular
04/05/2024,03:00:00,15,13,16,4,102,82,Buena,Buena,Buena,Buena,Mala,Regular
04/05/2024,04:00:00,11,13,16,4,101,82,Buena,Buena,Buena,Buena,Mala,Regular
04/05/2024,05:00:00,6,15,16,4,101,81,Buena,Buena,Buena,Buena,Mala,Regular
04/05/2024,06:00:00,3,19,16,4,99,79,Buena,Buena,Buena,Buena,Regular,Regular
04/05/2024,07:00:00,3,19,16,4,94,79,Buena,Buena,Buena,Buena,Regular,Regular
04/05/2024,08:00:00,4,20,16,2,90,78,Buena,Buena,Buena,Buena,Regular,Regular
04/05/2024,09:00:00,8,65,17,2,88,79,Buena,Regular,Buena,Buena,Regular,Regular
04/05/2024,10:00:00,31,14,17,2,87,79,Buena,Buena,Buena,Buena,Regular,Regular
04/05/2024,11:00:00,53,8,18,2,87,79,Regular,Buena,Buena,Buena,Regular,Regular
04/05/2024,12:00:00,76,6,18,2,86,79,Regular,Buena,Buena,Buena,Regular,Regular
04/05/2024,13:00:00,84,6,17,2,86,79,Regular,Buena,Buena,Buena,Regular,Regular
04/05/2024,14:00:00,80,6,17,2,84,81,Regular,Buena,Buena,Buena,Regular,Regular
04/05/2024,15:00:00,69,5,17,2,84,79,Regular,Buena,Buena,Buena,Regular,Regular
04/05/2024,16:00:00,69,5,16,2,86,79,Regular,Buena,Buena,Buena,Regular,Regular
04/05/2024,17:00:00,55,5,16,2,83,76,Regular,Buena,Buena,Buena,Regular,Regular
04/05/2024,18:00:00,44,5,15,2,83,76,Buena,Buena,Buena,Buena,Regular,Regular
04/05/2024,19:00:00,39,12,15,2,84,76,Buena,Buena,Buena,Buena,Regular,Regular
04/05/2024,20:00:00,33,13,15,2,81,75,Buena,Buena,Buena,Buena,Regular,Regular
04/05/2024,21:00:00,29,14,15,2,71,75,Buena,Buena,Buena,Buena,Regular,Regular
04/05/2024,22:00:00,34,10,15,2,68,73,Buena,Buena,Buena,Buena,Regular,Regular
04/05/2024,23:00:00,34,7,15,2,68,73,Buena,Buena,Buena,Buena,Regular,Regular
05/05/2024,00:00:00,33,9,15,2,68,73,Buena,Buena,Buena,Buena,Regular,Regular
05/05/2024,01:00:00,29,10,16,2,68,75,Buena,Buena,Buena,Buena,Regular,Regular
05/05/2024,02:00:00,29,8,16,2,68,75,Buena,Buena,Buena,Buena,Regular,Regular
05/05/2024,03:00:00,16,17,16,2,68,75,Buena,Buena,Buena,Buena,Regular,Regular
05/05/2024,04:00:00,9,19,16,2,68,75,Buena,Buena,Buena,Buena,Regular,Regular
05/05/2024,05:00:00,9,17,16,2,70,75,Buena,Buena,Buena,Buena,Regular,Regular
05/05/2024,06:00:00,8,16,17,2,70,73,Buena,Buena,Buena,Buena,Regular,Regular
05/05/2024,07:00:00,6,17,17,2,70,75,Buena,Buena,Buena,Buena,Regular,Regular
05/05/2024,08:00:00,11,16,17,4,71,73,Buena,Buena,Buena,Buena,Regular,Regular
05/05/2024,09:00:00,18,15,18,4,71,73,Buena,Buena,Buena,Buena,Regular,Regular
05/05/2024,10:00:00,33,13,18,4,70,72,Buena,Buena,Buena,Buena,Regular,Regular
05/05/2024,11:00:00,63,5,17,4,70,72,Regular,Buena,Buena,Buena,Regular,Regular
05/05/2024,12:00:00,73,3,17,2,70,72,Regular,Buena,Buena,Buena,Regular,Regular
05/05/2024,13:00:00,76,4,17,2,68,70,Regular,Buena,Buena,Buena,Regular,Regular
05/05/2024,14:00:00,76,4,17,2,70,70,Regular,Buena,Buena,Buena,Regular,Regular
05/05/2024,15:00:00,71,4,16,2,68,70,Regular,Buena,Buena,Buena,Regular,Regular
05/05/2024,16:00:00,69,4,16,2,67,70,Regular,Buena,Buena,Buena,Regular,Regular
05/05/2024,17:00:00,65,6,15,2,67,70,Regular,Buena,Buena,Buena,Regular,Regular
05/05/2024,18:00:00,44,8,15,2,76,70,Buena,Buena,Buena,Buena,Regular,Regular
05/05/2024,19:00:00,39,9,15,2,77,70,Buena,Buena,Buena,Buena,Regular,Regular
05/05/2024,20:00:00,38,10,15,2,77,70,Buena,Buena,Buena,Buena,Regular,Regular
05/05/2024,21:00:00,34,11,15,2,77,72,Buena,Buena,Buena,Buena,Regular,Regular
05/05/2024,22:00:00,23,14,16,2,74,72,Buena,Buena,Buena,Buena,Regular,Regular
05/05/2024,23:00:00,23,13,16,2,76,72,Buena,Buena,Buena,Buena,Regular,Regular
06/05/2024,00:00:00,25,11,16,2,76,70,Buena,Buena,Buena,Buena,Regular,Regular
06/05/2024,01:00:00,24,10,16,2,74,70,Buena,Buena,Buena,Buena,Regular,Regular
06/05/2024,02:00:00,16,13,17,2,76,70,Buena,Buena,Buena,Buena,Regular,Regular
06/05/2024,03:00:00,8,16,17,2,77,72,Buena,Buena,Buena,Buena,Regular,Regular
06/05/2024,04:00:00,4,19,17,2,80,73,Buena,Buena,Buena,Buena,Regular,Regular
06/05/2024,05:00:00,1,62,18,2,80,73,Buena,Regular,Buena,Buena,Regular,Regular
06/05/2024,06:00:00,23.31,20,18,2,80,75,Buena,Buena,Buena,Buena,Regular,Regular
06/05/2024,07:00:00,1,19,18,2,80,75,Buena,Buena,Buena,Buena,Regular,Regular
06/05/2024,08:00:00,4,61,19,2,81,75,Buena,Regular,Buena,Buena,Regular,Regular
06/05/2024,09:00:00,11,63,20,2,81,75,Buena,Regular,Buena,Buena,Regular,Regular
